1687276928.276191,Key.left
1687276929.5324411,Key.left
1687276930.641133,Key.left
1687276931.843819,Key.left
1687276933.120144,Key.left
1687276934.6312299,Key.left
1687276936.0237398,Key.left
1687276937.308547,Key.left
1687276938.68527,Key.up
1687276940.0274649,Key.up
1687276941.290483,Key.up
1687276942.668086,Key.up
1687276943.997031,Key.up
1687276945.377567,Key.up
1687276946.739899,Key.up
1687276948.000206,Key.up
1687276949.437504,Key.up
1687276950.810569,Key.up
1687276952.090801,Key.up
1687276953.38397,Key.up
1687276954.670073,Key.up
1687276955.867369,Key.up
1687276957.5945432,Key.up
1687276958.732459,Key.up
1687276960.054605,Key.up
1687276961.1693819,Key.up
1687276962.474484,Key.up
1687276963.7622132,Key.up
1687276966.1114361,Key.right
1687276967.223721,Key.right
1687276968.3626828,Key.right
1687276969.456259,Key.right
1687276970.543412,Key.right
1687276971.576682,Key.right
1687276972.8986208,Key.down
1687276974.040301,Key.down
1687276975.193644,Key.down
1687276976.3408158,Key.down
1687276977.401084,Key.down
1687276980.4511502,Key.down
1687276981.53367,Key.down
1687276982.6578948,Key.down
1687276983.733409,Key.down
1687276984.7714791,Key.down
1687276985.99002,Key.down
1687276987.166444,Key.down
1687276988.417522,Key.down
1687276989.51538,Key.down
1687276990.715667,Key.down
1687276992.133054,Key.up
1687276993.310066,Key.up
1687276994.351216,Key.up
1687276995.34573,Key.up
1687276996.4620428,Key.up
1687276997.568785,Key.up
1687276999.2364879,Key.down
1687277000.27895,Key.down
1687277001.392898,Key.down
1687277002.546889,Key.down
1687277003.616311,Key.down
1687277004.620328,Key.down
1687277005.8155699,Key.down
1687277006.977655,Key.down
1687277008.1586869,Key.down
1687277009.165163,Key.down
1687277010.39754,Key.down
1687277011.4655628,Key.down
1687277012.7046819,Key.down
1687277013.994494,Key.down
1687277015.2291992,Key.down
1687277016.624208,Key.down
1687277017.877629,Key.down
1687277019.213768,'q'
